Locality,PrecinctCode,PrecinctName,ActiveVoters,InactiveVoters,AllVoters,MilitaryVoters,OverseasVoters,TempVoters,TotalPrecinctsInLocality,TotalActiveVotersPrecinctLocality,TotalInActiveVotersPrecinctLocality,TotalAllVotersPrecinctLocality,TotalMilitaryVotersPrecinctLocality,TotalOverseasVotersPrecinctLocality,TotalFederalVotersPrecinctLocality,StateTotalLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,StateTotalPrecincts
Locality: 013 ARLINGTON COUNTY,0139,139 - PRECINCT 139,"1,816",100,"1,916",28,20,22,54,"168,801","21,024","189,825","3,202","3,451","1,608",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 013 ARLINGTON COUNTY,0140,140 - PRECINCT 140,"4,573",669,"5,242",49,108,29,54,"168,801","21,024","189,825","3,202","3,451","1,608",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 013 ARLINGTON COUNTY,0141,141 - PRECINCT 141,"3,875",592,"4,467",44,92,60,54,"168,801","21,024","189,825","3,202","3,451","1,608",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 013 ARLINGTON COUNTY,0142,142 - PRECINCT 142,"2,771",426,"3,197",76,60,19,54,"168,801","21,024","189,825","3,202","3,451","1,608",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 013 ARLINGTON COUNTY,0143,143 - PRECINCT 143,"2,797",266,"3,063",54,15,11,54,"168,801","21,024","189,825","3,202","3,451","1,608",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 013 ARLINGTON COUNTY,0144,144 - PRECINCT 144,"2,504",538,"3,042",32,77,39,54,"168,801","21,024","189,825","3,202","3,451","1,608",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 013 ARLINGTON COUNTY,0145,145 - PRECINCT 145,"2,816",377,"3,193",37,64,30,54,"168,801","21,024","189,825","3,202","3,451","1,608",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 013 ARLINGTON COUNTY,0146,146 - PRECINCT 146,"4,322",755,"5,077",51,80,38,54,"168,801","21,024","189,825","3,202","3,451","1,608",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 013 ARLINGTON COUNTY,0147,147 - PRECINCT 147,"2,522",253,"2,775",57,43,22,54,"168,801","21,024","189,825","3,202","3,451","1,608",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 013 ARLINGTON COUNTY,0148,148 - PRECINCT 148,"2,763",433,"3,196",45,71,20,54,"168,801","21,024","189,825","3,202","3,451","1,608",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 013 ARLINGTON COUNTY,0149,149 - PRECINCT 149,"2,718",435,"3,153",19,62,14,54,"168,801","21,024","189,825","3,202","3,451","1,608",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 013 ARLINGTON COUNTY,0150,150 - PRECINCT 150,"3,671",806,"4,477",126,68,34,54,"168,801","21,024","189,825","3,202","3,451","1,608",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 013 ARLINGTON COUNTY,0151,151 - PRECINCT 151,831,72,903,7,15,3,54,"168,801","21,024","189,825","3,202","3,451","1,608",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 013 ARLINGTON COUNTY,0152,152 - PRECINCT 152,"2,656",447,"3,103",106,31,16,54,"168,801","21,024","189,825","3,202","3,451","1,608",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 013 ARLINGTON COUNTY,0153,153 - PRECINCT 153,"3,595",736,"4,331",120,71,33,54,"168,801","21,024","189,825","3,202","3,451","1,608",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 013 ARLINGTON COUNTY,0154,154 - PRECINCT 154,"1,654",308,"1,962",24,28,19,54,"168,801","21,024","189,825","3,202","3,451","1,608",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0101,101 - JOLIVUE,"1,578",67,"1,645",5,1,,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0102,102 - STUARTS DRAFT ELEMENTARY,"1,054",79,"1,133",6,3,,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0103,103 - VERONA,"2,197",53,"2,250",7,1,1,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0104,104 - WILSON,"2,494",150,"2,644",17,6,2,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0201,201 - CRIMORA,"3,590",108,"3,698",20,2,,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0202,202 - NEW HOPE,"1,528",34,"1,562",8,2,1,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0203,203 - WEYERS CAVE,"2,755",93,"2,848",14,1,2,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0301,301 - FORT DEFIANCE,"2,049",56,"2,105",9,,5,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0302,302 - NORTH RIVER,"1,609",29,"1,638",12,5,2,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0303,303 - MOUNT SOLON,"1,505",33,"1,538",6,2,,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0304,304 - ROLLA,"2,858",89,"2,947",9,2,1,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0401,401 - BUFFALO GAP,"1,716",43,"1,759",8,2,2,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0402,402 - CHURCHVILLE ELEMENTARY,"2,168",47,"2,215",18,1,3,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0403,403 - CRAIGSVILLE,"1,265",53,"1,318",5,1,1,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0404,404 - DEERFIELD,504,6,510,4,2,3,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0405,405 - CEDAR GREEN,"2,131",49,"2,180",13,5,4,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0501,501 - GREENVILLE,"2,392",64,"2,456",14,3,2,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0502,502 - MIDDLEBROOK,944,22,966,8,4,,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0503,503 - SPOTTSWOOD,"1,317",41,"1,358",11,1,1,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0504,504 - WHITE HILL,"3,470",162,"3,632",25,4,3,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0601,601 - SHERANDO,"1,927",67,"1,994",5,4,1,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0602,602 - RIDGEVIEW,"2,832",79,"2,911",14,2,3,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0603,603 - LYNDHURST,"1,514",48,"1,562",17,6,8,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0604,604 - MOUNT VERNON,"2,201",71,"2,272",18,1,3,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0801,801 - DOOMS,"2,072",44,"2,116",10,3,3,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0802,802 - FISHERSVILLE,"3,799",195,"3,994",20,5,3,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0803,803 - LADD,"1,176",29,"1,205",8,2,,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 015 AUGUSTA COUNTY,0804,804 - GOOSE CREEK,"1,597",43,"1,640",15,,,28,"56,242","1,854","58,096",326,71,54,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 017 BATH COUNTY,0101,101 - WARM SPRINGS,544,55,599,2,2,2,7,"3,319",164,"3,483",17,10,7,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 017 BATH COUNTY,0102,102 - MOUNTAIN GROVE,93,,93,2,1,,7,"3,319",164,"3,483",17,10,7,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 017 BATH COUNTY,0201,201 - HOT SPRINGS,627,34,661,7,1,1,7,"3,319",164,"3,483",17,10,7,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 017 BATH COUNTY,0301,301 - FAIRVIEW,547,12,559,1,1,,7,"3,319",164,"3,483",17,10,7,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 017 BATH COUNTY,0302,302 - BURNSVILLE,121,8,129,,,,7,"3,319",164,"3,483",17,10,7,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 017 BATH COUNTY,0401,401 - MILLBORO,702,24,726,5,1,3,7,"3,319",164,"3,483",17,10,7,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 017 BATH COUNTY,0501,501 - HEALING SPRINGS,685,31,716,,4,1,7,"3,319",164,"3,483",17,10,7,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0101,101 - GOODVIEW ELEM SCHOOL,"2,835",103,"2,938",20,1,2,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0102,102 - HARDY VOL FIRE CO,"1,171",30,"1,201",10,1,1,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0103,103 - CHAMBLISSBURG BAPTIST CHURCH,"1,980",64,"2,044",19,3,1,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0104,104 - BARNHARDT BAPTIST CHURCH,"1,617",40,"1,657",7,2,,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0105,105 - DIAMOND HILL BAPTIST CHURCH,"1,342",61,"1,403",13,3,,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0201,201 - BEDFORD CHRISTIAN CHURCH,"1,005",44,"1,049",8,,1,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0202,202 - STAUNTON RIVER HIGH SCHOOL,"1,764",44,"1,808",12,,,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0203,203 - EASTLAKE COMMUNITY CHURCH,"2,745",104,"2,849",17,3,6,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0204,204 - HUDDLESTON ELEMENTARY SCHOOL,"1,635",56,"1,691",10,2,1,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0205,205 - SAUNDERS VOL FIRE CO,"2,177",104,"2,281",14,12,4,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0301,301 - NEW LONDON ACADEMY,"2,766",112,"2,878",16,8,1,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0302,302 - BEDFORD COUNTY GYM,"2,342",78,"2,420",15,2,6,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0303,303 - FOREST ALLIANCE CHURCH,"1,220",44,"1,264",16,4,2,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0304,304 - ONE IN CHRIST CHURCH,"1,069",40,"1,109",5,2,1,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0305,305 - FOREST FIRE STATION #2,"1,647",52,"1,699",15,1,,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0401,401 - FOREST ELEMENTARY SCHOOL,"3,171",184,"3,355",27,10,2,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0402,402 - THOMAS JEFFERSON ELEM SCHOOL,"2,465",109,"2,574",19,4,2,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0403,403 - PLEASANT VIEW BAPTIST CHURCH,"2,554",173,"2,727",31,7,3,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0404,404 - FOREST RECREATION CENTER,"1,140",79,"1,219",12,3,4,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0501,501 - BIG ISLAND ELEMENTARY SCHOOL,"1,588",41,"1,629",6,1,1,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0502,502 - SUCK SPRING BAPTIST CHURCH,"1,248",36,"1,284",9,5,,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0503,503 - BOONSBORO ELEMENTARY SCHOOL,"2,443",98,"2,541",16,8,7,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0504,504 - BOONSBORO RURITAN CLUB,"3,938",146,"4,084",26,8,7,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0601,601 - MONTVALE ELEM SCHOOL,"1,977",71,"2,048",19,2,,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0602,602 - SHADY GROVE FIRE DEPARTMENT,"2,403",72,"2,475",14,1,3,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0603,603 - BEDFORD MOOSE LODGE ,"1,316",36,"1,352",8,,1,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0604,604 - BEDFORD WELCOME CENTER,"2,784",125,"2,909",19,1,1,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0701,701 - GOODE VOL RESCUE SQUAD,"2,731",76,"2,807",23,4,1,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0702,702 - LIBERTY HIGH SCHOOL,"1,679",48,"1,727",9,1,3,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0703,703 - THAXTON BAPTIST CHURCH ,"1,362",37,"1,399",11,1,1,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0704,704 - BEDFORD CENTRAL LIBRARY,"2,617",84,"2,701",30,5,,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 019 BEDFORD COUNTY,0705,705 - MOUNTAIN VIEW CHURCH,673,18,691,13,1,2,32,"63,404","2,409","65,813",489,106,64,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 021 BLAND COUNTY,0101,101 - BASTIAN,523,51,574,1,,,7,"4,415",315,"4,730",27,4,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 021 BLAND COUNTY,0102,102 - CERES,598,34,632,8,3,,7,"4,415",315,"4,730",27,4,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 021 BLAND COUNTY,0201,201 - DAVIS,213,17,230,1,,,7,"4,415",315,"4,730",27,4,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 021 BLAND COUNTY,0202,202 - SEDDON,914,59,973,3,,,7,"4,415",315,"4,730",27,4,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 021 BLAND COUNTY,0301,301 - HOLLYBROOK,611,32,643,3,,,7,"4,415",315,"4,730",27,4,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 021 BLAND COUNTY,0302,302 - MECHANICSBURG,369,17,386,2,,,7,"4,415",315,"4,730",27,4,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 021 BLAND COUNTY,0401,401 - ROCKY GAP,"1,187",105,"1,292",9,1,1,7,"4,415",315,"4,730",27,4,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 023 BOTETOURT COUNTY,0101,101 - DALEVILLE,"3,494",142,"3,636",33,6,3,10,"26,695",779,"27,474",185,27,21,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 023 BOTETOURT COUNTY,0102,102 - GREENFIELD,"2,462",65,"2,527",8,1,7,10,"26,695",779,"27,474",185,27,21,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 023 BOTETOURT COUNTY,0201,201 - BLUE RIDGE,"2,617",101,"2,718",20,2,1,10,"26,695",779,"27,474",185,27,21,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 023 BOTETOURT COUNTY,0202,202 - RAINBOW FOREST,"2,663",77,"2,740",16,5,1,10,"26,695",779,"27,474",185,27,21,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 023 BOTETOURT COUNTY,0301,301 - BUCHANAN,"2,464",61,"2,525",16,1,,10,"26,695",779,"27,474",185,27,21,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 023 BOTETOURT COUNTY,0302,302 - MILL CREEK,"2,606",74,"2,680",21,3,3,10,"26,695",779,"27,474",185,27,21,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 023 BOTETOURT COUNTY,0403,403 - EAGLE ROCK,"1,707",38,"1,745",10,2,1,10,"26,695",779,"27,474",185,27,21,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 023 BOTETOURT COUNTY,0406,406 - FINCASTLE,"3,565",98,"3,663",26,4,3,10,"26,695",779,"27,474",185,27,21,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 023 BOTETOURT COUNTY,0501,501 - TROUTVILLE,"1,677",35,"1,712",12,1,,10,"26,695",779,"27,474",185,27,21,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 023 BOTETOURT COUNTY,0502,502 - CLOVERDALE,"3,440",88,"3,528",23,2,2,10,"26,695",779,"27,474",185,27,21,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 025 BRUNSWICK COUNTY,0101,101 - BRODNAX,554,16,570,7,,,13,"11,001",387,"11,388",114,2,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 025 BRUNSWICK COUNTY,0102,102 - ROCK STORE,859,25,884,6,,1,13,"11,001",387,"11,388",114,2,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 025 BRUNSWICK COUNTY,0103,103 - TILLMAN,"1,074",43,"1,117",7,,,13,"11,001",387,"11,388",114,2,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 025 BRUNSWICK COUNTY,0201,201 - DROMGOOLE,319,8,327,3,,,13,"11,001",387,"11,388",114,2,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 025 BRUNSWICK COUNTY,0202,202 - EDGERTON,"1,092",51,"1,143",12,,,13,"11,001",387,"11,388",114,2,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 025 BRUNSWICK COUNTY,0203,203 - FITZHUGH,853,18,871,7,,,13,"11,001",387,"11,388",114,2,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 025 BRUNSWICK COUNTY,0301,301 - ALBERTA,220,8,228,2,,,13,"11,001",387,"11,388",114,2,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 025 BRUNSWICK COUNTY,0302,302 - DANIELTOWN,971,39,"1,010",12,,,13,"11,001",387,"11,388",114,2,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
